idx,cer_before,cer_after,len_before,len_after,gt_before,gt_after,pr_before,pr_after,cer_delta_after_minus_before
231,0.1111,0.2,9,10,全身无力但小便带血,呼吸发闷并且吸气胸痛,全身无力却小便带血,呼吸犯闷并且吸吸胸痛,0.0889
232,0.1111,0.2,9,5,最近体重涨得特别快,刚生完孩子,最近体重加得特别快,刚稍完孩子,0.0889
233,0.1111,0.2,9,5,膝关节疼又关节发僵,还能拖多久,关节疼又关节发僵,还能拖多久有,0.0889
234,0.1,0.2,10,5,呼吸费劲又胸口压得慌,吃过止咳药,吸费劲又胸口压得慌,吃过止子咳药,0.1
235,0.1,0.2,10,5,头转得厉害又脚底发麻,以前也有过,头转得厉害又脚底发发麻,以前有过,0.1
236,0.1,0.2,10,5,皮肤灼热同时皮肤发烫,还没去医院,皮肤灼热同时皮肤话烫,没去医院,0.1
237,0.1,0.2,10,10,情绪紧张又胸口压得慌,腹部绞痛加上持续腹痛,情续紧张又胸口压得慌,腹部小痛加上持舒腹痛,0.1
238,0.1,0.2,10,5,流鼻血同时鼻子里面疼,有抽烟习惯,流鼻血同时鼻子低面疼,有抽烟西惯,0.1
239,0.1,0.2,10,5,膝关节疼还关节肿起来,没有过敏史,膝关节疼还关节肿起,没有过面史,0.1
240,0.0909,0.2,11,5,喉咙有东西卡着又嗓子疼,一点小问题,喉咙有东西卡着又双子疼,点小问题,0.10910000000000002
241,0.0909,0.2,11,5,血压偏低加上头转得厉害,产后开始的,血偏低加上头转得厉害,差后开始的,0.10910000000000002
242,0.0833,0.2,12,10,白天还好一到晚上就憋气醒,最近上厕所次数特别多,白天还好到晚上就憋气醒,最近像厕数次数特别多,0.11670000000000001
243,0.0,0.2,9,10,脖子这老毛病颈椎病,情绪紧张又胸口压得慌,脖子这老毛病颈椎病,情绪几常又胸口压得慌,0.2
244,0.0,0.2,9,5,头转得厉害走路发飘,昨晚没睡好,头转得厉害走路发飘,昨晚没困好,0.2
245,0.0,0.2,3,5,后背疼,多饮伴口干,后背疼,多饮伴口感,0.2
246,0.0,0.2,9,5,胸口发闷又鼻子堵住,身上起红点,胸口发闷又鼻子堵住,时上起红点,0.2
247,0.0,0.2,7,5,胸口发闷心口疼,要不要打针,胸口发闷心口疼,要不要打紧,0.2
248,0.0,0.2,7,5,一直哭但不发烧,不算太严重,一直哭但不发烧,不酸太严重,0.2
249,0.0,0.2,4,10,手腕酸痛,排尿中断还尿排不出来,手腕酸痛,排尿肿团还尿排不出来,0.2
250,0.0,0.2,9,5,一侧头疼却眼睛胀痛,没按时吃药,一侧头疼却眼睛胀痛,没时吃药,0.2
251,0.0,0.2,5,5,需要吃药吗,需要忌口吗,需要吃药吗,需要急口吗,0.2
252,0.0,0.2,8,5,掉皮同时皮肤发红,血脂有点高,掉皮同时皮肤发红,血指有点高,0.2
253,0.0,0.2,8,5,心跳乱脑子不清楚,有高血压史,心跳乱脑子不清楚,又高血压史,0.2
254,0.0,0.1818,9,11,眼前有黑点又心跳乱,上完厕所还觉得没排干净,眼前有黑点又心跳乱,上厕所还觉得没我干净,0.1818
255,0.0,0.1818,9,11,照镜子发现嘴有点歪,脚底发麻走路都有点发飘,照镜子发现嘴有点歪,脚底发麻走路都点发,0.1818
256,0.0,0.1818,8,11,医院讲我是冠心病,骨头酸痛伴骨痛夜间明显,医院讲我是冠心病,胃得酸痛伴骨痛夜间明显,0.1818
257,0.0,0.1667,9,6,耳朵嗡嗡响又头发昏,多汗并且怕热,耳朵嗡嗡响又头发昏,多上并且怕热,0.1667
258,0.0,0.1667,10,6,起水疱又皮肤过敏反应,尿带血还腰酸,起水疱又皮肤过敏反应,尿袋血还腰酸,0.1667
259,0.0,0.1667,7,6,两条腿摸着冰凉,嗓子越来越哑,两条腿摸着冰凉,嗓持越来越哑,0.1667
260,0.0,0.1667,10,6,视野变窄同时视线闪光,吸气时胸部疼,视野变窄同时视线闪光,吸气时胸不疼,0.1667
261,0.0,0.1667,4,6,严不严重,一按肚子就哭,严不严重,一眼肚子就哭,0.1667
262,0.0,0.1667,9,6,眼皮跳动还频繁眨眼,尿颜色特别深,眼皮跳动还频繁眨眼,尿颜色得别深,0.1667
263,0.0,0.1667,4,6,膝盖里面,那块皮肤发热,膝盖里面,那块皮发热,0.1667
264,0.0,0.1667,9,6,医院查出来有胃溃疡,今天比昨天久,医院查出来有胃溃疡,今天比灼天久,0.1667
265,0.0,0.1667,4,6,鼻腔里疼,医院看过一次,鼻腔里疼,医院看这一次,0.1667
266,0.0,0.1667,10,6,呼吸发闷并且吸气胸痛,长红疹又发烧,呼吸发闷并且吸气胸痛,长疼疹又发烧,0.1667
267,0.0,0.1667,8,6,走路明显比以前慢,今天早上才有,走路明显比以前慢,今天早上在有,0.1667
268,0.0,0.1667,8,6,耳朵像进水一样闷,关节明显肿大,耳朵像进水一样闷,关节明显肿瘩,0.1667
269,0.0,0.1667,7,12,医生怀疑是甲亢,这几天整个人都没劲不想动,医生怀疑是甲亢,这几天整个人东没劲不想疼,0.1667
270,0.0,0.1429,9,7,眼睛发红却看不清楚,胸口发闷心口疼,眼睛发红却看不清楚,胸口闷心口疼,0.1429
271,0.0,0.1429,5,7,情况有点重,小便时有烧灼感,情况有点重,小便时有小灼感,0.1429
272,0.0,0.1429,9,7,鼻涕多嗓子也不舒服,尿液表面很多泡,鼻涕多嗓子也不舒服,尿天表面很多泡,0.1429
273,0.0,0.1429,7,7,吃东西卡在喉咙,最近作息不规律,吃东西卡在喉咙,最近昨息不规律,0.1429
274,0.0,0.1429,17,7,最近总是发冷比别人穿得多还是觉得冷,看东西变成两个,最近总是发冷比别人穿得多还是觉得冷,看东西变个成两个,0.1429
275,0.0,0.1429,8,7,鼻子堵住还流鼻血,会不会拖成大病,鼻子堵住还流鼻血,会不会拖重大病,0.1429
276,0.0,0.1429,8,7,光线强就睁不开眼,前几天还好好的,光线强就睁不开眼,前几天好好的,0.1429
277,0.0,0.1429,8,7,呼吸感觉有点费劲,走一段路腿就疼,呼吸感觉有点费劲,走一段容腿就疼,0.1429
278,0.0,0.1429,10,7,月经紊乱加上脱发明显,一年比一年严重,月经紊乱加上脱发明显,忍年比一年严重,0.1429
279,0.0,0.1429,17,7,最近老觉得身上发冷就算盖被子也不暖,体检发现血压高,最近老觉得身上发冷就算盖被子也不暖,体检发现血高,0.1429
280,0.0,0.1429,4,7,眼压偏高,下午三四点开始,眼压偏高,下午三是点开始,0.1429
281,0.0,0.125,8,8,小便带血却没有疼,脸部会自己抽一下,小便带血却没有疼,脸部会自己抽背下,0.125
282,0.0,0.125,8,8,最近量血压都偏高,小腿会突然抽一下,最近量血压都偏高,小厕会突然抽一下,0.125
283,0.0,0.125,4,8,喉咙深处,心跳乱脑子不清楚,喉咙深处,心跳乱脑子不清,0.125
284,0.0,0.125,9,8,头昏脑胀还看不清楚,刚恢复没多久又犯,头昏脑胀还看不清楚,刚恢复没多久又饭,0.125
285,0.0,0.125,8,8,坐着不动也会出汗,痰发黄还鼻子发痒,坐着不动也会出汗,痰发黄还鼻直发痒,0.125
286,0.0,0.125,5,8,稍微有点疼,浑身没劲但不发烧,稍微有点疼,浑身没力但不发烧,0.125
287,0.0,0.125,9,8,关节发僵还走路发飘,最近说话开始结巴,关节发僵还走路发飘,最近说话开始结斑,0.125
288,0.0,0.125,5,8,不愿意吃饭,最近月经量明显少,不愿意吃饭,最近越经量明显少,0.125
289,0.0,0.125,6,8,一天拉很多次,眼睛发痒还流眼泪,一天拉很多次,眼睛发痒还流泪,0.125
290,0.0,0.125,7,8,总是不自觉流泪,喘不过气还腿没劲,总是不自觉流泪,喘不过气腿没劲,0.125
291,0.0,0.125,8,8,医院讲胃上有溃疡,胃口差又睡眠不好,医院讲胃上有溃疡,胃一口差又睡眠不好,0.125
292,0.0,0.125,12,8,伤口反复感染伴伤口愈合慢,眼睛干但见光刺眼,伤口反复感染伴伤口愈合慢,眼睛干但见光是眼,0.125
293,0.0,0.125,8,8,心跳乱又说话含糊,记性变差又老犯困,心跳乱又说话含糊,记性变差又老上困,0.125
294,0.0,0.125,8,8,做什么都提不起劲,鼻子老是堵是鼻炎,做什么都提不起劲,鼻子老是堵是鼻,0.125
295,0.0,0.125,7,8,最近闻不到味道,肚子疼一直没缓解,最近闻不到味道,肚子疼一直没缓前,0.125
296,0.0,0.125,7,8,尿液表面很多泡,睡觉时出汗特别多,尿液表面很多泡,睡小时出汗特别多,0.125
297,0.0,0.125,3,8,咳血丝,脸色比以前白很多,咳血丝,脸色比以一前白很多,0.125
298,0.0,0.125,13,8,本来不发烧了现在又浑身发冷,最近肠胃总出毛病,本来不发烧了现在又浑身发冷,最近肠胃总出没病,0.125
299,0.0,0.125,6,8,一阵特别厉害,心里烦躁又头发昏,一阵特别厉害,心里烦躁头发昏,0.125
300,0.0,0.125,8,8,喝奶少还一直哭闹,轻微发烧但不出汗,喝奶少还一直哭闹,轻微发烧但出汗,0.125
301,0.0,0.1111,7,9,反复发作好几次,一侧头疼却眼睛胀痛,反复发作好几次,影侧头疼却眼睛胀痛,0.1111
302,0.0,0.1111,9,9,皮肤过敏反应又风团,肤色变深还长青春痘,皮肤过敏反应又风团,呼色变深还长青春痘,0.1111
303,0.0,0.1111,6,9,要不要做检查,眼前有黑点又心跳乱,要不要做检查,眼前有点黑点又心跳乱,0.1111
304,0.0,0.1111,7,9,胃里像着火一样,没有精神还心里发慌,胃里像着火一样,没得精神还心里发慌,0.1111
305,0.0,0.1111,10,9,腹部绞痛加上持续腹痛,眼压偏高还眼睛胀痛,腹部绞痛加上持续腹痛,眼眼偏高还眼睛胀痛,0.1111
306,0.0,0.1111,4,9,耳朵里面,呼吸费劲还胸口发闷,耳朵里面,呼吸费劲还身胸口发闷,0.1111
307,0.0,0.1111,11,9,脚底发麻走路都有点发飘,皮肤发痒还睡不着觉,脚底发麻走路都有点发飘,肤发痒还睡不着觉,0.1111
308,0.0,0.1111,7,9,脑子有点不清楚,关节发僵还走路发飘,脑子有点不清楚,关节发僵又走路发飘,0.1111
309,0.0,0.1111,9,9,看东西模糊还成双影,全身无力但小便带血,看东西模糊还成双影,全身无力但小便带热血,0.1111
310,0.0,0.1111,9,9,心里发慌还胸口疼痛,体温升高还全身无力,心里发慌还胸口疼痛,体升高还全身无力,0.1111
311,0.0,0.1111,8,9,眼睛干眨眼都难受,伤口渗血还皮肤触痛,眼睛干眨眼都难受,伤口渗血还皮肤突痛,0.1111
312,0.0,0.1111,8,9,最近月经量明显少,最近体重涨得特别快,最近月经量明显少,最近体重加得特别快,0.1111
313,0.0,0.1111,6,9,后背活动不开,膝关节疼又关节发僵,后背活动不开,关节疼又关节发僵,0.1111
314,0.0,0.1111,4,9,拉伤肌肉,头昏脑胀同时眼睛干,拉伤肌肉,头昏脑胀同时一睛干,0.1111
315,0.0,0.1,8,10,关节肿起来还发热,呼吸费劲又胸口压得慌,关节肿起来还发热,吸费劲又胸口压得慌,0.1
316,0.0,0.1,9,10,夜里出汗醒来全身湿,头转得厉害又脚底发麻,夜里出汗醒来全身湿,头转得厉害还脚底发麻,0.1
317,0.0,0.1,5,10,没有过敏史,皮肤灼热同时皮肤发烫,没有过敏史,皮肤灼热同时皮肤话烫,0.1
318,0.0,0.1,8,10,眼睛发痒还流眼泪,大便变细并且排便费力,眼睛发痒还流眼泪,大便变细并且发便费力,0.1
319,0.0,0.1,8,10,恐慌发作还心跳快,耳朵嗡嗡响还听力变差,恐慌发作还心跳快,耳朵嗡响还听力变差,0.1
320,0.0,0.1,5,10,医生开过药,眼睑肿胀并且眼睛发红,医生开过药,眼脸肿胀并且眼睛发红,0.1
321,0.0,0.1,12,10,心脏那块偶尔会针扎一样疼,小便颜色深还全身无力,心脏那块偶尔会针扎一样疼,小便颜色深还全身闷力,0.1
322,0.0,0.1,4,10,皮肤刺痛,手指发麻又小便次数多,皮肤刺痛,手指发麻小便次数多,0.1
323,0.0,0.1,9,10,看东西模糊还头发昏,睡不着觉还老想上厕所,看东西模糊还头发昏,睡不脚觉还老想上厕所,0.1
324,0.0,0.1,5,10,拉稀肚子疼,耳朵疼痛还耳朵嗡嗡响,拉稀肚子疼,耳朵疼疼还耳朵嗡嗡响,0.1
325,0.0,0.0909,7,11,这次经期特别长,尿排不出来还老想上厕所,这次经期特别长,尿排不出来还老想上厕楚,0.0909
326,0.0,0.0909,8,11,喘不过气还腿没劲,夜间咳嗽加重还胸口发闷,喘不过气还腿没劲,夜间咳嗽也加重还胸口发闷,0.0909
327,0.0,0.0909,9,11,吃点东西就消化不好,喉咙有东西卡着又嗓子疼,吃点东西就消化不好,发喉咙有东西卡着又嗓子疼,0.0909
328,0.0,0.0,11,3,先是肚子胀气后来肚子疼,后背疼,先是肚子胀气后来肚子疼,后背疼,0.0
329,0.0,0.0,9,7,伤口渗血还皮肤触痛,一直哭但不发烧,伤口渗血还皮肤触痛,一直哭但不发烧,0.0
330,0.0,0.0,9,4,拉稀之后肚子还胀气,手腕酸痛,拉稀之后肚子还胀气,手腕酸痛,0.0
331,0.0,0.0,11,4,尿排不出来还老想上厕所,小便带血,尿排不出来还老想上厕所,小便带血,0.0
332,0.0,0.0,5,9,吃药没缓解,大便干结还大便出血,吃药没缓解,大便干结还大便出血,0.0
333,0.0,0.0,4,9,体重减轻,耳朵嗡嗡响又头发昏,体重减轻,耳朵嗡嗡响又头发昏,0.0
334,0.0,0.0,10,4,眼睑肿胀并且眼睛发红,膝盖周围,眼睑肿胀并且眼睛发红,膝盖周围,0.0
335,0.0,0.0,5,6,产后开始的,皮肤变得很粗,产后开始的,皮肤变得很粗,0.0
336,0.0,0.0,7,4,看东西变成两个,膝盖里面,看东西变成两个,膝盖里面,0.0
337,0.0,0.0,6,8,尿颜色特别深,走路明显比以前慢,尿颜色特别深,走路明显比以前慢,0.0
338,0.0,0.0,9,5,耳朵里有液体流出来,身上起红点,耳朵里有液体流出来,身上起红点,0.0
339,0.0,0.0,4,6,眼睛胀痛,今天突然加重,眼睛胀痛,今天突然加重,0.0
340,0.0,0.0,10,5,最近上厕所次数特别多,情况有点重,最近上厕所次数特别多,情况有点重,0.0
341,0.0,0.0,8,8,走路感觉发飘不稳,鼻子堵住还流鼻血,走路感觉发飘不稳,鼻子堵住还流鼻血,0.0
342,0.0,0.0,5,8,担心是骨折,呼吸感觉有点费劲,担心是骨折,呼吸感觉有点费劲,0.0
343,0.0,0.0,8,4,胃口差又睡眠不好,眼压偏高,胃口差又睡眠不好,眼压偏高,0.0
344,0.0,0.0,9,8,睡眠不好又血压偏高,最近量血压都偏高,睡眠不好又血压偏高,最近量血压都偏高,0.0
345,0.0,0.0,6,4,皮肤开始脱皮,喉咙深处,皮肤开始脱皮,喉咙深处,0.0
346,0.0,0.0,6,9,没胃口又拉稀,头昏脑胀还看不清楚,没胃口又拉稀,头昏脑胀还看不清楚,0.0
347,0.0,0.0,4,5,记性变差,稍微有点疼,记性变差,稍微有点疼,0.0
348,0.0,0.0,8,4,经血比以前多很多,眼睛发红,经血比以前多很多,眼睛发红,0.0
349,0.0,0.0,9,7,关节发僵又不能活动,腿上血管鼓起来,关节发僵又不能活动,腿上血管鼓起来,0.0
350,0.0,0.0,8,3,记性变差又老犯困,咳血丝,记性变差又老犯困,咳血丝,0.0
351,0.0,0.0,8,7,眼睛这两天特别红,反复发作好几次,眼睛这两天特别红,反复发作好几次,0.0
352,0.0,0.0,7,6,腰酸还全身浮肿,要不要做检查,腰酸还全身浮肿,要不要做检查,0.0
353,0.0,0.0,4,8,全身无力,早上起床时最明显,全身无力,早上起床时最明显,0.0
354,0.0,0.0,8,4,鼻子老是堵是鼻炎,影响吃饭,鼻子老是堵是鼻炎,影响吃饭,0.0
355,0.0,0.0,9,7,喉咙卡着说话有点哑,想吐但没吐出来,喉咙卡着说话有点哑,想吐但没吐出来,0.0
356,0.0,0.0,11,6,夜间咳嗽加重还胸口发闷,后背活动不开,夜间咳嗽加重还胸口发闷,后背活动不开,0.0
357,0.0,0.0,8,8,胃那块一直不舒服,关节肿起来还发热,胃那块一直不舒服,关节肿起来还发热,0.0
358,0.0,0.0,10,5,小便颜色深还全身无力,医生开过药,小便颜色深还全身无力,医生开过药,0.0
359,0.0,0.0,4,4,眼睛周围,皮肤刺痛,眼睛周围,皮肤刺痛,0.0
360,0.0,0.0,4,9,耳朵疼痛,看东西模糊还头发昏,耳朵疼痛,看东西模糊还头发昏,0.0
361,0.0,0.0,8,5,脸色比以前白很多,拉稀肚子疼,脸色比以前白很多,拉稀肚子疼,0.0
362,0.0,0.0,8,7,小便浑浊还有异味,流鼻血还头发昏,小便浑浊还有异味,流鼻血还头发昏,0.0
363,0.0,0.0,7,9,整个人冷飕飕的,喝奶少还身上起红点,整个人冷飕飕的,喝奶少还身上起红点,0.0
364,0.0,0.0,8,5,医生讲胆囊有炎症,吃药没缓解,医生讲胆囊有炎症,吃药没缓解,0.0
365,0.0,0.0,8,4,一直觉得心烦气躁,体重减轻,一直觉得心烦气躁,体重减轻,0.0
366,0.0,0.0,6,4,昨天吐了两次,眼睛胀痛,昨天吐了两次,眼睛胀痛,0.0
367,0.0,0.0,8,8,最近情绪一直低落,轻微发烧但不咳嗽,最近情绪一直低落,轻微发烧但不咳嗽,0.0
368,0.0,0.0,4,8,有点担心,走路感觉发飘不稳,有点担心,走路感觉发飘不稳,0.0
369,0.0,0.0,10,5,手指发麻又小便次数多,自己买药吃,手指发麻又小便次数多,自己买药吃,0.0
370,0.0,0.0,5,9,不算太严重,睡眠不好又血压偏高,不算太严重,睡眠不好又血压偏高,0.0
371,0.0,0.0,4,7,还在吃药,咳血丝但不发烧,还在吃药,咳血丝但不发烧,0.0
372,0.0,0.0,7,6,肚子像被拧着疼,没胃口又拉稀,肚子像被拧着疼,没胃口又拉稀,0.0
373,0.0,0.0,7,7,喉咙痒咳嗽吐痰,反复发作好几次,喉咙痒咳嗽吐痰,反复发作好几次,0.0
374,0.0,0.0,4,4,严不严重,记性变差,严不严重,记性变差,0.0
375,0.0,0.0,7,8,一年比一年严重,经血比以前多很多,一年比一年严重,经血比以前多很多,0.0
376,0.0,0.0,7,9,体检发现血压高,关节发僵又不能活动,体检发现血压高,关节发僵又不能活动,0.0
377,0.0,0.0,5,8,要不要停药,眼睛这两天特别红,要不要停药,眼睛这两天特别红,0.0
378,0.0,0.0,6,7,关节明显肿大,腰酸还全身浮肿,关节明显肿大,腰酸还全身浮肿,0.0
379,0.0,0.0,9,3,头昏脑胀同时眼睛干,小腿肚,头昏脑胀同时眼睛干,小腿肚,0.0
380,0.0,0.0,10,10,医院说属于流行性感冒,流鼻血同时鼻子里面疼,医院说属于流行性感冒,流鼻血同时鼻子里面疼,0.0
381,0.0,0.0,10,8,排尿中断还尿排不出来,胃那块一直不舒服,排尿中断还尿排不出来,胃那块一直不舒服,0.0
382,0.0,0.0,4,4,肩膀位置,眼睛周围,肩膀位置,眼睛周围,0.0
383,0.0,0.0,10,4,肚子不舒服饭也吃不下,耳朵疼痛,肚子不舒服饭也吃不下,耳朵疼痛,0.0
384,0.0,0.0,4,6,走路发飘,局部皮肤变紫,走路发飘,局部皮肤变紫,0.0
385,0.0,0.0,10,7,鼻子堵住说话都有鼻音,一直没完全恢复,鼻子堵住说话都有鼻音,一直没完全恢复,0.0
386,0.0,0.0,8,4,最近肠胃总出毛病,有点担心,最近肠胃总出毛病,有点担心,0.0
387,0.0,0.0,9,4,脚底发麻但走路发飘,声音变哑,脚底发麻但走路发飘,声音变哑,0.0
388,0.0,0.0,10,4,记忆混乱并且记性变差,还在吃药,记忆混乱并且记性变差,还在吃药,0.0
389,0.0,0.0,11,11,骨头酸痛伴骨痛夜间明显,血压偏低加上头转得厉害,骨头酸痛伴骨痛夜间明显,血压偏低加上头转得厉害,0.0
390,0.0,0.0,7,10,医生判断是肠炎,膝关节疼还关节肿起来,医生判断是肠炎,膝关节疼还关节肿起来,0.0
391,0.0,0.0,8,5,说我有点骨质疏松,要不要停药,说我有点骨质疏松,要不要停药,0.0
392,0.0,0.0,2,5,腰酸,刚做过手术,腰酸,刚做过手术,0.0
393,0.0,0.0,7,4,鼻涕多鼻子发痒,肩膀位置,鼻涕多鼻子发痒,肩膀位置,0.0
394,0.0,0.0,5,4,血脂有点高,走路发飘,血脂有点高,走路发飘,0.0
395,0.0,0.0,7,5,多汗伴盗汗明显,小便颜色深,多汗伴盗汗明显,小便颜色深,0.0
396,0.0,0.0,7,9,检查说骨质疏松,脚底发麻但走路发飘,检查说骨质疏松,脚底发麻但走路发飘,0.0
397,0.0,0.0,10,7,睡不着觉还老想上厕所,一直哭还喝奶少,睡不着觉还老想上厕所,一直哭还喝奶少,0.0
398,0.0,0.0,8,7,鼻涕颜色发黄发浓,鼻涕多鼻子发痒,鼻涕颜色发黄发浓,鼻涕多鼻子发痒,0.0
399,0.0,0.0,9,9,眼睛发红还见光刺眼,眼睛发红还见光刺眼,眼睛发红还见光刺眼,眼睛发红还见光刺眼,0.0
400,0.0,0.0,6,6,心口疼但不喘,心口疼但不喘,心口疼但不喘,心口疼但不喘,0.0
401,0.0,0.0,5,5,手脚有点疼,手脚有点疼,手脚有点疼,手脚有点疼,0.0
402,0.0,0.0,7,6,心跳感觉不规律,皮肤发热发烫,心跳感觉不规律,皮肤发热发烫,0.0
403,0.0,0.0,8,7,轻微发烧但不出汗,心跳感觉不规律,轻微发烧但不出汗,心跳感觉不规律,0.0
